bibNumber,title,deweyClass
2486821,"Paper crafts workshop A beginners guide to techniques projects",745.54
2486847,"Japanese paper crafting create 17 paper craft projects make your own beautiful washi paper",745.54
2580624,"Paper crafts with style over 50 designs made with cut folded pasted and stitched paper",745.54
2582938,"Wallpaper projects more then 50 craft and design ideas for your home from accents to art",745.54
2644164,"complete photo guide to ribbon crafts",745.54
2659366,"Decorating with papercraft 25 fresh and eco friendly projects for the home",745.54
2676561,"Paper craft 25 charming gifts accents and accessories to make from paper",745.54
2680462,"best of Paper Crafts Magazine",745.54
2698569,"Papercrafting in no time 50 inspirational projects crafted from paper",745.54
2713140,"Paper cutting contemporary artists timeless craft",745.54
2766230,"Paper crafts for St Patricks Day Randel McGee",745.54
2858253,"175 papercrafts shown in more than 1200 step by step photographs and illustrations",745.54
2858413,"Ultimate papercraft bible a complete reference with step by step techniques",745.54
2866812,"world of paper crafting from Parisian carousels to high tea in London",745.54
2899914,"Sweet paper crafts 25 simple projects to brighten your life",745.54
2907094,"ultimate handbook for paper crafters",745.54
2935585,"Paper to petal 75 whimsical paper flowers to craft by hand",745.54
2942766,"art of paper quilling designing handcrafted gifts and cards",745.54
2766230,"Paper crafts for St Patricks Day",745.54
3132990,"Washi tape crafts 110 ways to decorate just about anything",745.54
3141752,"Mollie makes papercraft origami scapbooking cardmaking stamping",745.54
3144372,"Paper craft",745.54
3304979,"Anyone can papercraft a step by step guide to essential paper skills",745.54
3406133,"Paper crafts a makers guide",745.54
3422341,"Craft the rainbow 40 colorful paper projects from The House that Lars Built",745.54
3481703,"Beginners guide to kirigami 24 skill building projects using origami papercrafting skills",745.54
3484517,"Cutting machine crafts Cricut Sizzix or Silhouette projects to make with 60 SVG files",745.54
3616535,"Easy paper projects 60 crafts you can wear gift use and admire",745.54
3718466,"3D paper crafts for kids 26 creative projects to make from A Z",745.54
3747003,"art of papercraft",745.54
1730952,"contemporary craft of paper mache techniques projects inspirations",745.542
1594861,"art and craft of papier mÃ†Â’chÃ¢Â€Âš",745.542
1998749,"Discover decoupage 40 original projects to build your papercraft skills",745.546
2713102,"Pebble pets 30 lovable companions crafted from pebbles and paper",745.546
35225,Shellcraft,745.55
2250918,"Creative metal crafts 25 beautiful projects you can use every day",745.56
2036722,"metal craft book 50 easy and beautiful projects from copper tin brass aluminum and more",745.56
1924001,"Wonderful wire works an easy decorative craft",745.56
2392542,"Metal craft discovery workshop create unique jewelry art dolls collage art keepsakes and more",745.56
2392384,"Metal crafting workshop",745.56
103702,Foilcraft,745.56
3137876,"DIY rustic modern metal crafts 35 creative upcycling ideas for galvanized metal",745.56
3786429,"DIY resin crafting projects a beginners guide to making clear resin jewelry paperweights coasters and other keepsakes",745.572
3603374,"Kawaii resin clay workshop crafting super cute charms miniatures figures more",745.5723
743321,"book of pine needle craft a hand book of instructions for the use of pine needles in hand crafts",745.58
2346785,"Dazzling bead wire crafts",745.582
2373248,"20 minute crafts Beading",745.582
2760674,"Bead crafts",745.582
3043029,"Creative kids complete photo guide to bead crafts",745.582
1278902,"Cups cans paper plate fans craft projects from recycled materials",745.584
2238988,"Recycled crafts box sock puppets cardboard castles bottle bugs 37 more earth friendly projects activities you can create",745.584
2145876,"Nature crafts",745.584
1692532,"button craft book",745.584
1855015,"Weave coil plait crafty containers from recycled materials",745.584
1635427,"Every day is Earth Day a craft book",745.584
2494757,"Button button 50 cute crafty projects",745.584
2645694,"50 ways to get your cartOn recycle create milk and egg carton crafts that rock",745.584
1820426,"Crafts for kids who are wild about reptiles",745.59
56824,"Egg craft",745.59
484325,"Paper pleasures the creative guide to papercraft",745.59
1705764,"175 easy to do Thanksgiving crafts",745.59
1705763,"175 easy to do Christmas crafts",745.59
2936536,"Vintage crafts 75 do it yourself decorating projects using candles colors and other flea market finds",745.59
2974285,"Washi tape 101 ideas for paper crafts book arts fashion decorating entertaining and party fun",745.59
3163465,"Dragonolia 14 tales and crafts projects for the creative adventurers",745.59
1300762,"Crafts for play",745.592
1617045,"art and craft of wooden toys",745.592
1619036,"Wooden toys and crafts",745.592
326038,"great pantyhose crafts book",745.592
2556881,"Crafty mama makes 49 fast fabulous foolproof baby toddler projects",745.592
2832001,"Making paper airplanes make your own aircraft and watch them fly",745.592
2935583,"Crafting wood logic puzzles 18 three dimensional games for the hands mind",745.592
3461901,"Unicorn crafts more than 25 magical projects to inspire your imagination",745.592
3720645,"guide to woodworking with kids craft projects to develop the lifelong skills of young makers",745.592
96639,"Early North American dollmaking a narrative history and craft instructions",745.5922
1386189,"Creating crafting dolls patterns techniques and inspirations for making cloth dolls",745.59221
2205153,"Crafting cloth dolls a pageant of patterns techniques and ideas from award winning dollmakers",745.59221
2630131,"Cute dogs craft your own pooches",745.59221
2716776,"Hankie couture handcrafted fashions from vintage handkerchiefs",745.59221
3059872,"Crafty dolls",745.59221
3331753,"Doll crafts a kids guide to making simple dolls clothing accessories and houses",745.59221
3502014,"Hankie couture handcrafted fashions from vintage handkerchiefs featuring new patterns",745.59221
346712,"teddy bear craft book",745.5924
2801266,"Zodiac felties 16 compelling astrological characters to craft",745.5924
2941313,"Crafty creatures",745.5924
3131638,"Sew cute and collectible sock monkeys for red heel sock monkey crafters and collectors",745.5924
200038,"Building and displaying model aircraft",745.5928
513090,"Ships in bottles a step by step guide to a venerable nautical craft",745.5928
3181641,"Project Kid Crafts that go 60 imaginative projects that fly sail race and dive",745.5928
1997105,"Pet crafts video Vol 1",745.593
1672487,"Nursery crafts over 70 easy projects to create for the nursery",745.593
2078305,"New ideas for crafting heritage albums",745.593
1727629,"Gift baskets for all seasons 75 fun and easy crafts projects",745.593
2377208,"Fun with family photos crafts keepsakes gifts",745.593
3202118,"Cattastic crafts DIY projects for cats and cat people",745.593
2866490,"Magical candle crafting create your own candles for spells rituals",745.5933
1803511,"Handmade candles recipes for crafting candles at home",745.59332
1873323,"Wedding crafts 40 charming ideas for a unique personalized wedding",745.594
1637307,"Crafts for Christmas",745.594
1302156,"Crafts for decoration",745.594
2848829,"Craft a day 365 simple handmade projects",745.594
1682635,"Crafts for Easter",745.5941
1635426,"Crafts for Valentines Day",745.5941
1369066,"Crafts for Kwanzaa",745.5941
2211934,"Mothers Day crafts",745.5941
1602929,"Festival crafts",745.5941
2109827,"175 easy to do valentine crafts",745.5941
93089,"Folk crafts for world friendship",745.5941
1871821,"Kwanzaa crafts gifts and decorations for a meaningful and festive celebration",745.5941
1930663,"Handcrafted cards from elegant to whimsical 60 distinctive designs to make",745.5941
1896716,"Handcrafted weddings over 100 projects ideas for personalizing your wedding",745.5941
1288295,"Japanese crafts and customs a seasonal approach",745.5941
2297274,"Crafting the perfect wedding from saying yes to the big day and beyond",745.5941
1873319,"Beautiful wedding crafts gifts decorations keepsakes to make cherish",745.5941
1604473,"Crafts for Halloween",745.5941
1969175,"best holiday crafts ever",745.5941
1820404,"175 easy to do Easter crafts",745.5941
2211924,"Easter crafts",745.5941
1820431,"Easter crafts",745.5941
1324511,"Easter a spring celebration of traditional crafts and recipes",745.5941
1914888,"Christmas with Martha Stewart living crafts and keepsakes for the holidays",745.5941
1379246,"Valentine crafts a holiday craft book",745.5941
1732306,"Crafts for Hanukkah",745.5941
2141460,"complete idiots guide to holiday crafts",745.5941
1379245,"Easter crafts",745.5941
1697094,"Womans Day book of holiday crafts",745.5941
2346788,"Classic cards 60 projects for the discriminating crafter",745.5941
1821104,"Halloween crafts",745.5941
1820557,"Christmas crafters decorations crafts to make your Christmas merry",745.5941
2357999,"Michaels book of wedding crafts",745.5941
1820406,"175 easy to do Halloween crafts",745.5941
1634634,"Christmas craft source book",745.5941
1637469,"Crafts for Thanksgiving",745.5941
152139,"Christmas crafts book",745.5941
1820435,"Halloween crafts spooky and fun things to make",745.5941
1820415,"50 nifty super scary crafts and things to do",745.5941
1820458,"Thanksgiving crafts",745.5941
1389268,"Hanukkah happy Hanukkah crafts recipes games puzzles songs and more for a joyous celebration of the Festival of Lights",745.5941
367028,"Victorian Christmas crafts a treasury of gifts ornaments and other holiday specialties to prepare",745.5941
2416863,"art and craft of keepsake photography engagements weddings how to take perfect photos and make stunning invitations announcements albums thank you notes and more",745.5941
611440,"Christmas crafts customs around the world",745.5941
541717,"Christmas crafts",745.5941
382828,"American Christmas crafts and foods",745.5941
1646981,"Kwanzaa crafts",745.5941
2549754,"Crafting jewish fun holiday crafts and party ideas for the whole family",745.5941
2620815,"Pushing the envelope crafty packaging for cards of all kinds",745.5941
2628727,"Wedding papercrafts 35 beautiful easy to make projects for that special occasion",745.5941
2644166,"Crafty ideas for the bride on a budget 75 DIY wedding projects",745.5941
2670930,"Contemporary wedding crafts over 40 stylish projects for the modern bride",745.5941
2737907,"Martha Stewarts handmade holiday crafts 225 inspired projects for year round celebrations",745.5941
2737905,"Holiday crafting baking with kids gifts sweets and treats for the whole family",745.5941
2749367,"Handmade weddings more than 50 crafts to style and personlize your big day",745.5941
2766232,"Paper crafts for Thanksgiving",745.5941
2766281,"Paper crafts for Easter",745.5941
2766280,"Paper crafts for the 4th of July",745.5941
2861917,"Handmade wedding crafts 35 vintage inspired wedding projects for your special day",745.5941
2934429,"101 ways to stitch craft create for all occasions birthdays weddings Christmas Easter Halloween many more",745.5941
3177662,"Wedding papercrafts add handmade charm to your celebration",745.5941
3476705,"Making your own greeting cards gift wrap more than 50 step by step papercrafting projects for every occasion",745.5941
1710592,"Christmas doughcrafts",745.59412
2141467,"Holiday inspirations food decorating craft",745.59412
2141459,"Classic crafts and recipes inspired by the songs of Christmas Christmas with Martha Stewart living",745.59412
2271657,"300 ways to make the best Christmas ever decorations carols crafts recipes for every kind of Christmas tradition",745.59412
2310210,"Fun to make crafts for Christmas",745.59412
1805317,"Christmas crafts year round 60 great gifts you can make from January to December",745.59412
1771705,"Easy elegant Christmas crafts 25 simple projects with step to step instructions",745.59412
2141454,"Better homes and gardens Christmas comfort joy 501 crafts decorating and food ideas to make your holiday unforgettable",745.59412
2213268,"Christmas in minutes festive crafts in less than an hour",745.59412
2080515,"Classic crafts and recipes for the holidays",745.59412
2216492,"Christmas crafts from around the world",745.59412
1846368,"Heaven scent aromatic Christmas crafts recipes and decorations",745.59412
1911836,"Merry things to make Christmas fun and crafts",745.59412
2213635,"Easy Christmas crafts",745.59412
1612910,"Quick and easy Christmas bazaar crafts",745.59412
1653502,"Christmas celebration Santa Fe traditions food crafts",745.59412
1999091,"Inspirational Christmas crafts",745.59412
1397214,"Christmas crafts over 50 festive ideas for every room in the home",745.59412
1364523,"Nature crafts for Christmas a step by step guide to making wreaths ornaments decorations",745.59412
1767758,"Christmas crafts",745.59412
1640288,"Brandywine critters nature crafts from a Brandywine Christmas",745.59412
1701119,"Christmas crafts",745.59412
1376421,"Creative Christmas crafts",745.59412
1678586,"Christmas crafts",745.59412
1367726,"Christmas crafts merry things to make",745.59412
2529869,"Swedish Christmas crafts",745.59412
2548961,"Papercrafts for Christmas making cards and decorations",745.59412
2575226,"Paper crafts for Christmas",745.59412
2620784,"FamilyFun homemade holidays 150 festive crafts recipes gifts parties",745.59412
2737889,"Christmas crafting in no time 50 step by step projects and inspirational ideas",745.59412
2743625,"Christmas crafting with kids 35 projects for the festive season",745.59412
2737904,"Have yourself a very vintage Christmas crafts decorating tips and recipes 1920s 1960s",745.59412
2934418,"Handmade for Christmas easy crafts and creative ideas for sewing stitching papercraft knitting and crochet",745.59412
2934408,"Swedish Christmas crafts",745.59412
3037594,"Craft it up Christmas around the world 35 fun craft projects inspired by traveling adventures",745.59412
3043396,"Christmas crafts",745.59412
3123880,"We love to craft Christmas fun stuff for kids 17 handmade fabric paper projects",745.59412
3123879,"new Christmas tree 24 dazzling trees and over 100 handcrafted projects for an inspired holiday",745.59412
3139887,"Christmas joys decorating crafts recipes",745.59412
3143558,"Glittervilles handmade Christmas a glittered guide for whimsical crafting",745.59412
3167647,"Craft in America Holiday",745.59412
3204878,"Handcrafted Christmas ornaments decorations and cookie recipes to make at home",745.59412
3204764,"Ugly Christmas sweater party Christmas crafts recipes activities",745.59412
3209736,"My first Christmas craft book 35 fun festive projects for children aged 7",745.59412
3400720,"Christmas at home holiday decorating crafts recipes",745.59412
3403945,"Creative Christmas crafts",745.59412
3779750,"eco Christmas craft book 30 stylish festive projects that wont hurt the planet",745.59412
2287539,"Fun to make crafts for Easter",745.59416
2152672,"All new crafts for Valentines day",745.59416
2320462,"Thanksgiving Day crafts",745.59416
2319448,"All new crafts for Thanksgiving",745.59416
2340363,"St Patricks Day crafts",745.59416
2340364,"Valentines day crafts",745.59416
2340356,"Chinese New Year crafts",745.59416
2340357,"Easy to do holiday crafts from everyday household items",745.59416
2207693,"Halloween recipes crafts",745.59416
2310209,"Fun to make crafts for Halloween",745.59416
2207687,"Great pumpkins crafty carving for Halloween",745.59416
2207688,"Hocus pocus Halloween crafts for a spooktacular holiday",745.59416
2259247,"Halloween crafts",745.59416
2387810,"All new crafts for Kwanzaa",745.59416
2412247,"Fathers Day crafts",745.59416
2440893,"All new crafts for Mothers Day and Fathers Day",745.59416
2528819,"Day of the Dead crafts more than 24 projects that celebrate DÃ‚Â¡a de los Muertos",745.59416
2575227,"Paper crafts for Halloween",745.59416
2682294,"Witch craft wicked accessories creepy cute toys magical treats and more",745.59416
2737720,"Halloween crafts",745.59416
2737883,"big book of holiday paper crafts easy keepsake designs for handmade projects that show how much you care",745.59416
2760681,"Valentine crafts",745.59416
2843426,"Glittervilles handmade Halloween a glittered guide for whimsical crafting",745.59416
3082027,"artful year celebrating the seasons and holidays with family arts and crafts",745.59416
3123878,"Holiday crafts 50 projects for year round family fun",745.59416
2528819,"Day of the Dead crafts more than 24 projects that celebrate DÃƒÂ­a de los Muertos",745.59416
3483907,"horrible craft book 30 macabre makes to freak out your family and frighten your friends",745.59416
3833323,"Celebrate with me recipes crafts and holiday fun from around the world",745.59416
1896714,"Christmas crafts entertaining",745.5942
2335416,"Bead on a wire making handcrafted wire and beaded jewelry",745.5942
1291268,"art and craft of jewelry",745.5942
1283558,"Jewelry crafts",745.5942
2411827,"Handcrafting chain and bead jewelry techniques for creating dimensional necklaces and bracelets",745.5942
2521651,"Simple soldered jewelry accessories a crafters guide to fashioning necklaces earrings bracelets more",745.5942
2747984,"Trendy jewelry for the crafty fashionista",745.5942
2943960,"sparkle factory the design and craft of Tarinas fashion jewelry and accessories",745.5942
3035300,"Beaded bracelets 25 dazzling handcrafted projects",745.5942
3091226,"Beaded jewelry Wirework techniques skills tools and materials for making handcrafted jewelry",745.5942
3141757,"Handcrafted metal findings 30 creative jewelry components",745.5942
3144100,"Stringing linking jewelry workshop handcrafted designs techniques",745.5942
3144098,"Wirework jewelry workshop handcrafted designs techniques",745.5942
3144091,"Polymer clay jewelry workshop handcrafted designs techniques",745.5942
3144092,"Metal clay jewelry workshop handcrafted designs techniques",745.5942
3210299,"Simple jewelry handcrafted designs and easy techniques",745.5942
3222096,"Make a statement 25 handcrafted jewelry accessory projects",745.5942
3766797,"Crafting authentic paper flowers the beginners guide to creating beautiful lifelike paper blooms with step by step projects",745.5943
2253456,"art craft of hand lettering techniques projects inspiration",745.61
2057900,"Hand lettering for crafts a decorative guide from A to Z",745.61
2761796,"world encyclopedia of calligraphy the ultimate compendium on the art of fine writing history craft technique",745.61
3603740,"Super simple hand lettering projects techniques and craft projects using hand lettering",745.61
3631685,"Creative calligraphy made easy a beginners guide to crafting stylish cards event decor and gifts",745.61
257831,"craft of calligraphy",745.6197
220107,"Italic handwriting calligraphy for the beginner a craft manual",745.61977
2124955,"Easy transfers for any surface crafting with images and photos",745.7
1751089,"Easy airbrush projects for crafters decorative painters",745.723
1734048,"Paint craft gifts projects",745.723
3091280,"Rock art painting and crafting with the humble pebble",745.723
3229106,"Crafting with alcohol inks creative projects for colorful art furniture fashion gifts holiday decor",745.723
1644024,"Stenciling get started in a new craft with easy to follow projects for beginners",745.73
2393792,"Stenciling the arts crafts home a comprehensive guide to beautifying your bungalow",745.73
3141784,"Stencil craft techniques for fashion art home",745.73
1799031,"Heraldry for craftsmen designers",745.9
2927392,"Masters of traditional Korean handicrafts",745.9
2156078,Flowercrafts,745.92
1693897,"Dried flower crafts capturing the best of your garden to decorate your home",745.92
1756603,"Natural crafts from Americas backyards decorate your home with wreaths arrangements and wall decorations gathered from natures harvest",745.92
1123344,"crafty flower arranger a practical sourcebook of inventive ideas",745.92
1339003,"Wreaths arrangements basket decorations using flowers foliage herbs and grasses to make colorful crafts",745.92
1364395,"complete flower craft book",745.92
3724013,"Crafting modern florals creating botanical patterns with petals pencils paint",745.92
3796000,"Modern dried flowers 20 everlasting projects to craft style keep and share",745.92
1710152,"How to profit from flower and herb crafts",745.92068
1848824,"20 wonderful weddings and how to craft them",745.926
3710504,"Elegant handcrafted wreaths make faux flowers come alive with breathtaking natural designs",745.926
74561,"Stitchery and crafts a complete guide to the most rewarding stitchery and craft projects for the whole family",746
2203324,"Country living crafting vintage style charming projects for home and garden",746
1905771,"Crafting with flea market fabrics",746
2001455,"Making fleece crafts",746
2093506,"Fabric crafts 15 creative projects and home accents you can make",746
1731393,"Country rag crafts",746
14802,"craft of cable stitch knitting",746
1348226,"Easy to make scrap crafts",746
1660857,"Fabricrafts 50 extraordinary gifts and projects step by step",746
188543,"Newnes complete needlecraft",746
13440,"Felt crafting",746
1852504,"scrap craft project book",746
366165,"Needlecraft the home arts magazine",746
353877,"Home arts needlecraft",746
2394059,"Tease 50 inspired T shirt transformations by superstars of art craft design",746
157998,"McCalls needlework crafts",746
206680,"Good housekeeping needlecraft",746
120717,"Textile crafts",746
15002,"Painting with a needle an introduction to the art and craft of creative stitchery",746
351636,"Bernat handicrafter",746
707053,"African fabric crafts sources of African design and technique",746
2553008,"Crafty Chicas guide to artful sewing fabu low sew projects for the everyday crafter",746
229497,"Artificial flower making a practical craft for domestic science classes",746
2649907,"Martha Stewarts encyclopedia of sewing and fabric crafts basic techniques for sewing appliquÃ¢Â€Âš embroidery quilting dyeing and printing plus 150 inspired projects from A to Z",746
3068657,"Scraps stylish stash fabric crafts to stitch",746
3182169,"Knit hook and spin a kids activity guide to fiber arts and crafts",746
2649907,"Martha Stewarts encyclopedia of sewing and fabric crafts basic techniques for sewing appliquÃƒÂ© embroidery quilting dyeing and printing plus 150 inspired projects from A to Z",746
2394035,"Threadbared decades of donts from the sewing and crafting world",746.0207
3793625,"Crafting with digital cutting machines machines materials designs and projects",746.028
533497,"Felt craft hand crafted felt from fleece to finished projects",746.0463
1965242,"Fabulous felt crafts 50 creative colorful projects to make",746.0463
2161664,"Really cool felt crafts",746.0463
1740377,"Felt new directions for an ancient craft",746.0463
2115657,"Filz Kunst Kunsthandwerk und Design Felt art crafts and design",746.0463
2528919,"Kyuuto Japanese crafts Fuzzy felted friends",746.0463
2556176,"Pretty little felts mixed media crafts to tickle your fancy",746.0463
1330590,"Crafting with lace more than 40 enchanting projects to make",746.04653
2028139,"Creative ropecraft",746.0471
2907469,"Creative ropecraft",746.0471
2213640,"New ideas in ribboncraft",746.0476
2182579,"Beautiful ribbon crafts home decor wearables gift wraps keepsakes more",746.0476
1697567,"Victorian ribbon lacecraft designs",746.0476
2738960,"Jewish threads a hands on guide to stitching spiritual intention into Jewish fabric crafts",746.08829
3630351,"Modern fabric twenty five designers on their inspiration and craft",746.0922
501612,"Textiles of the arts and crafts movement",746.0942
711136,"Swedish handcraft",746.09485
2468098,"Wagashi handcrafted fashion art from Japan",746.0952
533422,"Nigerian handcrafted textiles",746.09669
2124943,"American arts and crafts textiles",746.0973
1966542,"Arts Crafts textiles the movement in America",746.0973
264035,"woolcraft book spinning dyeing and weaving",746.1
342238,"craft of the weaver",746.1
2068272,"Alden Amos big book of handspinning being a compendium of information advice and opinions on the noble art craft",746.12
746157,"On loom cardweaving a modern extension of an ancient craft",746.14
270909,"Joinings edges and trims finishing details for handcrafted products",746.14
727695,"Weaving a timeless craft",746.14
3687069,"weaving handbook the art and craft theories materials techniques and projects",746.14
1632401,"Weaving profits how to make money selling your handwovens or any other crafts",746.14068
707506,"Beyond craft the art fabric",746.2
2476681,"Kyuuto Japanese crafts Lacy crochet",746.22
94495,"Braid craft",746.27
156549,"Samplers five centuries of a gentle craft",746.3941
2328316,"Michaels book of needlecrafts knitting crochet embroidery",746.4
1327176,"Good housekeeping illustrated book of needlecrafts",746.4
1648684,"Rodales visual encyclopedia of needlecrafts unique look and stitch lessons and projects",746.4
2305647,"jumbo book of needlecrafts",746.4
1612923,"Rodales Christmas needlecraft collection over 100 easy projects for gifts decorations and bazaar best sellers cross stitch plastic canvas crochet knitting sewing",746.4
1972838,"Needlecrafters travel companion",746.4
1658537,"Starting needlecraft",746.4
1588787,Needlecraft,746.4
134755,"sewing machine craft book",746.4
1585561,"Decorative needlecraft",746.4
1108614,"Russian peasant design motifs for needleworkers and craftsmen",746.4
2603026,"Craft challenge dozens of ways to repurpose a pillowcase",746.4
2699742,"needlecraft book",746.4
2747752,"Locking loops unique locker hooking handcrafts to give and wear",746.4
2994751,"Sew your own vintage keepsakes how to create gorgeous gifts heirlooms and accessories in step by step craft projects",746.4
3316435,"Stitch camp 18 crafty projects for kids tweens",746.4
3361229,"Queer threads crafting identity and community",746.4
3734125,"Sewing cozy craft projects make adorable animal dÃƒÂ©cor gifts and keepsakes",746.4
2475110,"ultimate A to Z companion to 1001 needlecraft terms appliquÃ¢Â€Âš crochet embroidery knitting quilting sewing",746.403
2761735,"Fireflys step by step encyclopedia of needlecraft patchwork embroidery quilting sewing knitting crochet appliquÃ¢Â€Âš",746.403
2761735,"Fireflys step by step encyclopedia of needlecraft patchwork embroidery quilting sewing knitting crochet appliquÃƒÂ©",746.403
2475110,"ultimate A to Z companion to 1001 needlecraft terms appliquÃƒÂ© crochet embroidery knitting quilting sewing",746.403
101751,"stitch in time Victorian and Edwardian needlecraft",746.40941
2659383,"Scandinavian needlecraft 35 step by step projects to create the Scandinavian home",746.40948
3099144,"Ju jia shi shang zhi teng bian zhi Basket of ecocraft",746.412
3229519,"String craft create 35 fantastic projects by winding looping and stitching with string",746.42
3290343,"MacramÃƒÂ© the craft of creative knotting for your home",746.4222
2167847,"ultimate sourcebook of knitting and crochet stitches over 900 great stitches detailed for needlecrafters of every level",746.43042
2253457,"Mindful knitting inviting contemplative practice to the craft",746.432
2350740,"Knitting heaven and earth healing the heart with craft",746.432
2450475,"Anticraft knitting beading and stitching for the slightly sinister",746.432
2555246,"Contemplative crochet a hands on guide for interlocking faith craft",746.432
2556197,"Knitting the threads of time casting back to the heart of our craft",746.432
3310778,"mindfulness in knitting meditations on craft and calm",746.432
3357692,"knitting Sutra craft as a spiritual practice",746.432
3360667,"curse of the boyfriend sweater essays on crafting",746.432
1714557,"knitting Sutra craft as a spiritual practice",746.43201
2382004,"craft Queens guide to hip knits",746.43204
2715038,"Welcoming home baby the handcrafted way 20 quick creative knitted hats wraps cozy cocoons for your newborn",746.43204
3616956,"1000 Japanese knitting crochet stitches the ultimate bible for needlecraft enthusiasts",746.43204
2555246,"Contemplative crochet a hands on guide for interlocking faith craft",746.434
2476682,"Kyuuto Japanese crafts Amigurumi",746.43404
2679668,"Hello my name is Amineko the story of a crafty crochet cat",746.43404
2990813,"Calamity free crochet trouble shooting tips and advice for the savvy needlecrafter",746.43404
1598479,"Elegant ribboncraft",746.44
1960509,"Needlecrafts for dummies",746.44
266694,"McCalls big book of needlecrafts quilting applique patchwork needlepoint embroidery",746.44
431897,"400 floral motifs for designers needleworkers and craftspeople from the Wm Briggs and Company Ltd Album of transfer patterns",746.44
1734432,"Needlecrafts 50 extraordinary gifts and projects step by step",746.44
1787957,"Crafting with the new ribbons",746.44
23005,"Step by step stitchery a complete introduction to the craft of stitchery",746.44
2531991,"Kyuuto Japanese crafts Woolly embroidery crewelwork stump work canvas work and more",746.44
2587235,"Embroidery for Little Miss Crafty projects and patterns to create and embellish",746.44
2900987,"Scandinavian stitch craft unique projects and patterns for inspired embroidery",746.44
3109524,"Arts and crafts embroidery",746.44
3471667,"embroidery book of stitch craft simple stitches peculiar patterns",746.44
2121219,"embroidered home beautiful embroidered crafts for your home",746.44041
1710153,"Shay Pendrays needlecraft projects",746.44041
3216678,"Zakka embroidery simple one and two color embroidery motifs and small crafts",746.44043
131828,"Teaching needlecraft a handbook for the beginning instructor",746.4407
507717,"Gertrude Jekyll embroiderer gardener and craftsman",746.44092
2463964,"Japanese temari a colorful spin on an ancient craft",746.44095
1393659,"Cat quilts and crafts",746.46
2608997,"Debbie Mumms home comings creating memorable year round celebrations with quilts and crafts",746.46
2983316,"American homestead quilts projects inspired by iconic house styles from brownstone saltbox to craftsman farmhouse",746.46
3256507,"Wise craft quilts a guide to turning beloved fabrics into meaningful patchwork",746.46
2553978,"Aurora an American experience in quilt community and craft",746.46041
3794603,"Quilting by hand hand crafted modern quilts and accessories for you and your home",746.46041
2957336,"Amish quilts crafting an American icon",746.46088
1693186,"Quilts of Provence the art and craft of French quiltmaking",746.46094
608856,"Traditional Indian bead leather crafts bags pouches and containers",746.50899
2066285,"art and craft of pounding flowers",746.6
2562929,"Fast fun easy fabric dyeing create colorful fabric for quilts crafts wearables",746.6041
1902435,"Batik get started in a new craft with easy to follow projects for beginners",746.662
1888127,"Tie dyeing get started in a new craft with easy to follow projects for beginners",746.664
1678604,"Tie dyeing get started in a new craft with easy to follow projects for beginners",746.664
2699724,"Contemporary dyecraft over 50 tie dye projects for scarves dresses t shirts and more",746.664
2130636,"Handcrafted rugs",746.7
1916666,"Rag rugs contemporary projects in a traditional craft",746.7
2644676,"Arts and crafts rugs for craftsman interiors the Crab Tree Farm Collection",746.7
607150,"Arts crafts carpets",746.72
3123519,"Knitting fabric rugs 28 colorful designs for crafters of every level",746.73
3422780,"How to make your own ugly Christmas sweaters 20 fun easy holiday projects to craft and create",746.92
3785838,"Africa in fashion luxury craft and textile heritage",746.92096
2041025,"Living in the Arts and Crafts style a home decorating workbook",747
1908491,"African accents fabrics and crafts to decorate your home",747
1885291,"Crafts to decorate your home",747
2670942,"Handcrafted modern at home with mid century designers",747
2745156,"space of my own inspirational ideas for home offices craftrooms and studies",747
2840514,"Young house love 243 ways to paint craft update show your home some love",747
3010733,"Country style home decor and rustic crafts from chandeliers to coffee tables bedcovers to bulletin boards",747
3024881,"beautiful mess happy handmade home painting crafting and decorating a cheerful more inspiring space",747
1981402,"arts crafts lifestyle and design",747.2048
1362197,"Hand and home the homes of American craftsmen",747.213
2465478,"artful home using art craft to create living spaces youll love",747.5
2314819,"Bungalow style creating classic interiors in your arts and crafts home",747.88373
2805907,"arts and crafts country house from the archives of Country Life",747.88809
1712323,"beautiful necessity decorating with arts crafts",747.9
3081509,"Crafting a colorful home a room by room guide to personalizing your space with color",747.94
2560252,"P Allen Smiths bringing the garden indoors containers crafts and bouquets for every room",747.98
2124953,"Simple glass crafts 36 beautiful projects painting etching stained glass more",748
23454,"Stained glass crafting",748
204323,"Crafting in glass molding fusing embellishing designing",748.028
1765794,"Contemporary kilnformed glass an international exhibition Contemporary Crafts Gallery September 13 October 24 1992",748.074
2240349,"Traditional leaded glass crafting projects techniques",748.5
1833399,"Stained glass crafting",748.5
2936053,"Sea glass crafts 28 fun projects you can make at home",748.5
3789002,"Kicking glass a creative guide to stained glass craft",748.5
1250884,"Painting furniture a how to guide to an ancient craft",749
2084534,"custom furniture source book a guide to 125 craftsmen",749.02573
309536,"This is John Stuart Inc John Stuart Architective Furniture the executive office furniture division John Stuart International the Danish craftsmen division",749.073
201474,"Shaker furniture the craftsmanship of an American communal sect",749.073
220647,"Shaker furniture the craftsmanship of an American communal sect",749.073
2682718,"Thomas Day master craftsman and free man of color",749.092
2566357,"Modern Americana studio furniture from high craft to high glam",749.09227
2707919,"Gustav Stickley and the American arts crafts movement",749.0973
