title,deweyClass
"Magical boy a graphic novel Volume 1",741.5973
"Were still here an all trans comics anthology",741.5973
"Complete strangers in paradise Volume three part one",741.5973
"Wet Moon 7 Morning cold",741.5973
"Check please Book 2 Sticks scones",741.5973
"Mooncakes La receta de la luna",741.5973
"Henry Glenn forever ever",741.5973
"Nubia Real one",741.5973
"Forest Hills Bootleg Society",741.5973
"Bombshells united Volume 3 Taps",741.5973
"Angels and magpies a Love and Rockets book",741.5973
"Qu33r new comics from 33 creators",741.5973
"Kill a man",741.5973
"Wynd Book two The secret of the wings",741.5973
"big book of boy trouble gay boy comics with a new attitude",741.5973
"Maggie the mechanic a Love and rockets book",741.5973
"Sense of wonder my life in comic fandom the whole story",741.5973
"Strangers in paradise tropic of desire",741.5973
"big book of bisexual trials and errors",741.5973
"Honor girl",741.5973
"wilds Volume 1",741.5973
"Heartwood non binary tales of sylvan fantasy",741.5973
"lonesome era",741.5973
"Wet moon 2 Unseen feet",741.5973
"A e 4ever a graphic novel",741.5973
"Kevin Keller Welcome to Riverdale",741.5973
"legend of Bold Riley",741.5973
"Midnighter Volume 2 Hard",741.5973
"Part of it comics and confessions",741.5973
"You brought me the ocean",741.5973
"Strangers in paradise pocket book collection 6",741.5973
"Grease bats",741.5973
"Renegade rule",741.5973
Flamer,741.5973
"Kevin Keller drive me crazy",741.5973
"Calamity Kate",741.5973
"Strangers in paradise brave new world",741.5973
"Flung out of Space inspired by the indecent adventures of Patricia Highsmith",741.5973
"Juicy mother Number one Celebration",741.5973
"Pinky Pepper forever",741.5973
"Across a field of starlight",741.5973
"SFSX Volume 2 Terms of service",741.5973
Rain,741.5973
"Are you my mother a comic drama",741.5973
Bloom,741.5973
"Dream daddy a dad dating comic book",741.5973
"hazards of love Book 1 Bright world",741.5973
"Wet moon 3 Further realms of fright",741.5973
"e 4ever a graphic novel",741.5973
"girl from the sea",741.5973
"Sugar Town",741.5973
"Midnighter Volume 1 Out",741.5973
"Roadqueen eternal roadtrip to love",741.5973
"Patience Esther an Edwardian romance",741.5973
"Moonstruck Vol 3 Troubled waters",741.5973
"Bloodlust bonnets",741.5973
"less than epic adventures of TJ and Amal",741.5973
"Oh sht its Kim Kim",741.5973
"Fires above hyperion",741.5973
Cannonball,741.5973
"short while",741.5973
"Strangers in paradise child of rage",741.5973
Tonta,741.5973
Slip,741.5973
"Check please Book 1 Hockey",741.5973
"Dear Sophie love Sophie a graphic memoir in diaries letters lists",741.5973
"Not my bag",741.5973
"Letters for Lucardo Book 1",741.5973
"Strangers in paradise Pocket edition 4",741.5973
"LOCAS the maggie and hopey stories a love and rockets book",741.5973
Squad,741.5973
"Aquaman The becoming",741.5973
"Locas II Maggie Hopey Ray",741.5973
"imitation game Alan Turing decoded",741.5973
"Moonstruck Vol 1 Magic to brew",741.5973
"Juicy mother 2 How they met",741.5973
"Love and rockets new stories no 8",741.5973
"Cosmoknights Book one",741.5973
"Love and war",741.5973
"Youth Volume one True fantasy",741.5973
"SFSX Volume 1 Protection",741.5973
"Strangers in paradise pocket book collection 5",741.5973
"Wuvable Oaf Blood metal",741.5973
"Strangers in paradise heart in hand",741.5973
"Heartstopper Tomo 1",741.5973
"Juliet takes a breath",741.5973
"Pixels of you",741.5973
"Burn bitchy burn",741.5973
"Stage dreams",741.5973
"Cheer up Love and pompoms",741.5973
"Work for a million the graphic novel",741.5973
"Split level dykes to watch out for",741.5973
"Bingo love",741.5973
"Princeless Raven the pirate princess Year three Book nine The black fort and the golden queen",741.5973
Liebestrasse,741.5973
"Chefs kiss",741.5973
Husbands,741.5973
"Magical boy a graphic novel Volume 2",741.5973
"Locas in love",741.5973
"Love is love a comic book anthology to benefit the survivors of the Orlando Pulse shooting",741.5973
"Complete strangers in paradise Volume 2",741.5973
Blackwater,741.5973
"Strangers in paradise Pocket edition 3",741.5973
"Active voice the comic collection the real life adventures of an Asian American lesbian feminist activist and her friends",741.5973
"Kiss number 8",741.5973
"Likewise the high school comic chronicles of Ariel Schrag",741.5973
Virgil,741.5973
"Tragic Volume one",741.5973
"pros and cons list for strong feelings a graphic memoir",741.5973
"Strangers in paradise Pocket book collection 1",741.5973
"Killer queens putting the sass in assassin",741.5973
"Young men in love",741.5973
"Hot throbbing dykes to watch out for",741.5973
"Tell me its real",741.5973
"Complete strangers in paradise vol 1",741.5973
"Life of Melody",741.5981
"Always human",741.5994
"lie and how we told it",741.5994
"Men I trust",741.5994
"Strange sisters the art of lesbian pulp fiction 1949 1969",741.64086
"Moonlight and music the enchanted world of Gayleen Aiken",741.973
"Look alikes the decal plates of Howard Kottler",745.74
"Fray art textile politics",746.08
"Queer threads crafting identity and community",746.4
"queer history of fashion from the closet to the catwalk",746.92
"amour fou",746.92092
"Late 19th century furniture by Berkey Gay",749.21745
"One man show the life and art of Bernard Perlin",759.06
"Speaking for vice homosexuality in the art of Charles Demuth Marsden Hartley and the first American avante garde",759.13
"Red Rose girls an uncommon story of art and love",759.13
"Gaylen Hansen three decades of paintings",759.13
"Romaine Brooks a life",759.13
"charmed couple the art and life of Walter and Matilda Gay",759.13
"Gaylen Hansen the paintings of a decade 1975 1985",759.13
"Gaylen Hansen",759.18
"Man with a blue scarf on sitting for a portrait by Lucian Freud",759.2
"Art is a tyrant the unconventional life of Rosa Bonheur",759.4
"gay essay",770.74794
"Queer love in color",770.8664
"Pictures from here",770.92
Relationship,770.92
"Hard to imagine gay male eroticism in photography and film from their beginnings to Stonewall",778.928
"Capturing love the art of lesbian gay wedding photography",778.99392
"Fire island pines polaroids 1975 1983",779
"David Armstrong the silver cord",779.092
"Holding space life and love through a queer lens",779.2
"American boys",779.20867
Transcuba,779.2092
"To survive on this shore photographs and interviews with transgender and gender nonconforming older adults",779.2092
"Man to man a history of gay photography",779.23
"Loving a photographic history of men in love 1850s 1950s Nini Treadwell collection",779.2309
"Tom Bianchi 63 E 9th street NYC Polaroids 1975 1983",779.23092
"Dear friends American photographs of men together 1840 1918",779.23097
"Work a queer history of modeling",779.24
"Women in love portraits of lesbian mothers their families",779.24092
"James Bidgood",779.28
Beach,779.28
"Her tongue on my theory images essays and fantasies",779.28092
"Pride joy taking the streets of New York City",779.40974
"On Christopher Street transgender stories",779.93067
"Band of bikers",779.93067
"LGBT San Francisco the Daniel Nicoletta photographs",779.93067
"last Sunday in June",779.93067
"Pride fifty years of parades and protests from the photo archives of The New York times",779.93067
"invisibles vintage portraits of love and pride",779.93067
"Trans New York",779.93067
"Everyone has a life to live an American portrait",779.9973
"In the vale of cashmere",779.99747
"Gay American composers Volume two",780
"David Bowie made me gay 100 years of LGBT music",780.866
"Radical harmonies",780.8662
"Will Gregas gay music guide",780.8664
"Sing out gays and lesbians in the music world",780.8664
"Queer noises male and female homosexuality in twentieth century music",780.8664
"Wendy Carlos a biography",780.92
"Marvin Gaye live in Montreux 1980",781.64
"Breaking down the walls of heartache how music came out",781.64086
"Rednecks queers and country music",781.64208
"Chely Wright Wish me away",781.64209
"Marvin Gaye live in Montreux 1980",781.66
"Jobriath A D a rock n roll fairy tale",781.66092
"Keyboard fantasies",781.66092
Chavela,781.9072
"Polly Peachum the story of Lavinia Fenton and The beggars opera",782
"Harvey Milk",782
"Gays Beggars opera its content history influence",782
"Stardust girl a memoir",782.0092
"queens throat opera homosexuality and the mystery of desire",782.1092
"Stagestruck theater AIDS and the marketing of gay America",782.14
"strange loop",782.14026
"problem like Maria gender and sexuality in the American musical",782.14082
"Something for the boys musical theater and gay culture",782.14086
"Place for us essay on the Broadway musical",782.14097
"Undivided coming out becoming whole and living free from shame",782.25164
"I will survive the book",782.42164
"Facing the music my story",782.42164
"Marvin Gaye my brother",782.42164
"Divided soul the life of Marvin Gaye",782.42164
"We will survive true stories of encouragement inspiration and the power of song",782.42164
"After the dance my life with Marvin Gaye",782.42164
"Mercy mercy me the art loves and demons of Marvin Gaye",782.42164
Yo,782.42164
"k d lang",782.42164
"Trouble man the life and death of Marvin Gaye",782.42164
"Lavender Country",782.421642
"grand illusion love lies and my life with Styx",782.42166
"Spitboy rule tales of a Xicana in a female punk band",782.42166
"Coal to diamonds a memoir",782.42166
"George Michael a life",782.42166
"Tranny confessions of punk rocks most infamous anarchist sellout",782.42166
"Deflowered my life in Pansy Division",782.42166
"Handel as Orpheus voice and desire in the chamber cantatas",782.48092
"Something to sing about",782.5
"Good things happen slowly a life in and out of jazz",786.2165
"queer encyclopedia of film television",790.20866
"Amazon Girls handbook",790.86643
"Queens in the kingdom the ultimate gay and lesbian guide to the Disney theme parks",791.068
"Write that down the comedy of male actress Charles Pierce",791.0866
"queer encyclopedia of music dance musical theater",791.08664
"Topp Twins untouchable girls",791.092
"Flights of angels my life with the Angels of light",791.092
"Daddy and the muscle academy",791.092
"Hollywood in heels",791.4092
"Moments the making of Claire of the moon",791.43
"I shall not be removed the life of Marlon Riggs",791.43
"celluloid closet",791.43
"Films of endearment a mother a son and the 80s films that defined us",791.43019
"I dont belong anywhere le cinÃƒÂ©ma de Chantal Akerman",791.43023
"You only live twice sex death and transition",791.43023
"Solid Ivory memoirs",791.43023
"empress of Ireland a chronicle of an unusual friendship",791.43023
"Mr know it all the tarnished wisdom of a filth elder",791.43023
"I dont belong anywhere le cinÃ¢Â€Âšma de Chantal Akerman",791.43023
"Clone the life and legacy of Al Parker gay superstar",791.43028
"Hollywood gays conversations with Cary Grant Liberace Tony Perkins Paul Lynde Cesar Romero Brad Davis Randolph Scott James Coco William Haines David Lewis",791.43028
"Hollywood lesbians",791.43028
"Naked the life and pornography of Michael Lucas",791.43028
"In the flesh undressing for success",791.43028
"Behind the screen how gays and lesbians shaped Hollywood 1910 1969",791.43028
"Tab Hunter confidential",791.43028
"Mitzi Gaynor Razzle dazzle the special years",791.43028
"seasons of my mother a memoir of love family and flowers",791.43028
"sewing circle Hollywoods greatest secret female stars who loved other women",791.43028
"Women and film a Sight and sound reader",791.43082
"Lavender limelight lesbians in film",791.43086
"girls Sappho goes to Hollywood",791.43086
"Cruising the movies a sexual guide to oldies on TV",791.4309
"Whoever says the truth shall die a film about Pier Paolo Pasolini",791.43092
"E agora Lembra me What now Remind me",791.43092
"Man up tales of my delusional self confidence",791.43092
Thelma,791.43092
"It came from the closet queer reflections on horror",791.43616
"Out on a limb selected writing 1989 2021",791.4363
"High camp a gay guide to camp and cult films",791.43635
"Monsters in the closet homosexuality and the horror film",791.43635
"Chris Don a love story",791.43651
"Gay characters in theatre movies and television new roles new attitudes",791.43652
"Hes all man learning masculinity gayness and love from American movies",791.43652
"Sleeping with strangers how the movies shaped desire",791.43652
"Ghost faces Hollywood and post millennial masculinity",791.43652
"Coming together the cinematic elaboration of gay male life 1945 1979",791.43652
"Gay directors gay films Pedro AlmodÃƒÂ³var Terence Davies Todd Haynes Gus Van Sant John Waters",791.43653
"Frightening the horses gay icons of the cinema",791.43653
"Now you see it studies on lesbian and gay film",791.43653
"Queer images a history of gay and lesbian film in America",791.43653
"Bisexual characters in film from AnaÃ¢Â€Â¹s to Zee",791.43653
"50 years of queer cinema 500 of the best gay lesbian bisexual transgendered and queer questioning films ever made",791.43653
"Girl reel a lesbian remembers growing up at the movies memoir",791.43653
"Queer looks perspectives on lesbian and gay film and video",791.43653
"Fabulous a loving luscious and lighthearted look at film from the gay perspective",791.43653
"Sisters in the life a history of out African American lesbian media making",791.43653
"celluloid closet homosexuality in the movies",791.43653
"Making the boys",791.43653
"celluloid closet",791.43653
"Fabulous the story of queer cinema",791.43653
"lavender screen the gay and lesbian films their stars directors and critics",791.43653
"Girls will be boys cross dressed women lesbians and American cinema 1908 1934",791.43653
"Bike boys drag queens superstars avant garde mass culture and gay identities in the 1960s underground cinema",791.43653
pornographer,791.43653
"Gay directors gay films Pedro AlmodÃ‚Â¢var Terence Davies Todd Haynes Gus Van Sant John Waters",791.43653
"silver screen color me lavender",791.43653
"bent lens a world guide to gay lesbian film",791.43653
"New queer cinema the directors cut",791.43653
"Screened out playing gay in Hollywood from Edison to Stonewall",791.43653
"Out at the movies a history of gay cinema",791.43653
"Open secret gay Hollywood 1928 1998",791.43653
"fruit machine twenty years of writings on queer cinema",791.43653
"Paris is burning a queer film classic",791.4372
"boys in the band flashpoints of cinema history and queer politics",791.4372
"Strangers on a train",791.4372
"Gay cinematherapy the queer guys guide to finding your rainbow one movie at a time",791.4375
"Life is not a rehearsal a memoir",791.44028
"Start without me Ill be there in a minute",791.45023
"Love that story observations from a gorgeously queer life",791.45028
"Whatever love is love questioning the labels we give ourselves",791.45028
"Freaks talk back tabloid talk shows and sexual nonconformity",791.456
"All the rage the story of gay visibility in America",791.45653
"Legendary children the first decade of RuPauls drag race and the last century of queer life",791.4572
"Queer as folk the book",791.4572
"How do I un remember this unfortunately true stories",791.46092
Pageant,791.62
"Putting it on the West End theatre of Michael Codron",792.02309
"Passing performances queer readings of leading players in American theater history",792.02808
"Whats your gay lesbian entertainment I Q the show biz quiz about whats in and whos out",792.02808
"Lady Romeo the radical and revolutionary life of Charlotte Cushman Americas first celebrity",792.02809
"Following Foo the electronic adventures of the chestnut man",792.02809
"Glitter grit queer performance from the Heels on Wheels femme galaxy",792.08664
"Impertinent decorum gay theatrical manoeuvres",792.08664
"We can always call them Bulgarians the emergence of lesbians and gay men on the American stage",792.09747
"Memories of the revolution the first ten years of the WOW CafÃ¢Â€Âš Theatre",792.09747
"Q guide to Broadway stuff you didnt even know you wanted to know about the hits flops the Tonys and life upon the wicked stage",792.09747
"Memories of the revolution the first ten years of the WOW CafÃƒÂ© Theatre",792.09747
"Guaranteed fresh",792.7
"Im not Cindy Brady",792.7
"Nothing in my closet but my clothes",792.7
"Six characters in search of a play",792.7
"Cho revolution",792.7
"Screening the sexes homosexuality in the movies",792.7
"light streamed beneath it a memoir of grief and celebration",792.7028
"Playing with myself",792.7028
"Ten steps to Nanette a memoir situation",792.7028
"Born to be public",792.7028
"funny time to be gay",792.7028
"one you want to marry and other identities Ive had a memoir",792.7028
"Kissing the mask beauty understatement and femininity in Japanese Noh theater with some thoughts on muses especially Helga Testorf transgender women kabuki goddesses porn queens poets housewives makeup artists geishas valkyries and Ven",792.7028
"evening at the Garden of Allah a gay cabaret in Seattle",792.70979
"Save yourself a memoir",792.76028
"Mental funny in the head",792.76028
"Save yourself",792.76028
"art of drag",792.80866
"worlds of Lincoln Kirstein",792.8092
"Butch queens up in pumps gender performance and ballroom culture in Detroit",793.30866
"Donna E and country western dance",793.31
"Legendary inside the house ballroom scene",793.38
"And the category is inside New Yorks vogue house and ballroom community",793.38097
"honest liar",793.8092
"Servant Lord",794.5952
"Queer game studies",794.8
"Video games have always been queer",794.8
"Gaming in color",794.80866
"Game face an inspiring documentary on LGBT athletes coming out",796.08664
"lavender locker room 3000 years of great athletes whose sexual orientation was different",796.08664
"Strong women deep closets lesbians and homophobia in sport",796.08664
"Jocks 2 coming out to play",796.08664
"LGBTQ athletes claim the field striving for equality",796.08664
"Jocks true stories of Americas gay male athletes",796.08664
"Sportsdykes stories from on and off the field",796.08664
"Girljock the book",796.08664
"Fair play how LGBT athletes are claiming their rightful place in sports",796.08664
"Sporting gender the history science and stories of transgender and intersex athletes",796.0867
"Gay Olympian the life and death of Dr Tom Waddell",796.092
"Brace for impact a memoir",796.21092
"Man in the middle",796.32309
"reappearing act coming out as gay on a college basketball team led by born again Christians",796.32363
"Out of bounds coming out of sexual abuse addiction and my life of lies in the NFL closet",796.33209
"Alone in the trenches my life as a gay man in the NFL",796.33209
"My life on the line how the NFL damn near killed me and ended up saving my life",796.33209
Scrum,796.333
"Coming out to play",796.33409
"Megan Rapinoe",796.33409
"One life",796.33409
"terrible splendor three extraordinary men a world poised for war and the greatest tennis match ever played",796.342
"Love match Nelson vs Navratilova",796.34209
"All in an autobiography",796.34209
"Me and the spitter an autobiographical confession",796.357
"Singled out the true story of Glenn Burke",796.35709
"Behind the mask my double life in baseball",796.35709
"Going the other way lessons from a life in and out of major league baseball",796.35709
"umpire is out calling the game and living my true self",796.35709
Strong,796.41092
"Trailblazing the true story of Americas first openly gay track coach",796.42092
"All the powerful invisible things a sportswomans notebook",796.5092
"Everest 50 years on the mountain",796.52209
"Touching my fathers soul a Sherpas journey to the top of Everest",796.52209
"Accepted how the first gay superstar changed WWE",796.81209
"Wrestling reality the life and mind of Chris Kanyon wrestlings gay superstar",796.81209
"Knock out the true story of Emile Griffith",796.83092
Spinning,796.912
"ice king",796.912
"Welcome to my world",796.91209
"Beautiful on the outside a memoir",796.91209
"On top of glass my stories as a queer girl in figure skating",796.91209
"Against the current",797.1224
"box wine sailors misadventures of a broke young couple at sea",797.12409
"Lifeguarding a memoir of secrets swimming and the South",797.20092
"Inside out straight talk from a gay jock",797.21092
"Looking to the light a visual diary",797.24
"Back on board Greg Louganis",797.24092
"Greg Louganis the greatest challenge",797.24092
"Coming up for air",797.24092
"clÃƒÂ³set de cristal",808.0092
"Teaching queer radical possibilities for writing and knowing",808.04207
"At home with myself stories from the hills of Turkey Hollow",808.803
"Outside the XY a bklyn boihood anthology",808.80352
"Columbia anthology of gay literature readings from Western antiquity to the present day",808.80353
"Queer reader",808.80353
"Gay lesbian literary companion",808.80353
"Penguin book of international gay writing",808.80353
"literature of lesbianism a historical anthology from Ariosto to Stonewall",808.80353
"name of love classic gay love poems",808.81935
"Love speaks its name gay and lesbian love poems",808.81935
"We want it all An anthology of radical trans poetics",808.81935
"key to everything classic lesbian love poems",808.81935
"Forbidden acts pioneering gay lesbian plays of the twentieth century",808.82008
"Kilroys list 97 monologues and scenes by female and trans playwrights Volume one",808.8245
"Lovesick modernist plays of same sex love 1894 1925",808.82935
"love that dares letters of LGBTQ love friendship through history",808.86935
"book of gay lesbian quotations",808.882
"Dispatches from lesbian America 42 short stories and memoir by lesbian writers",808.8992
"Our Caribbean a gathering of lesbian and gay writing from the Antilles",808.8992
"Gender bending detective fiction a critical analysis of selected works",809.3872
"50 gay and lesbian books everybody must read",809.89206
"history of gay literature the male tradition",809.89206
"apparitional lesbian female homosexuality and modern culture",809.89206
"gay and lesbian literary heritage a readers companion to the writers and their works from antiquity to the present",809.89206
"Where the meanings are",809.89287
"Art and sex in Greenwich Village gay literary life after Stonewall",809.93
"Inseparable desire between women in literature",809.93352
"sexuality of history modernity and the sapphic 1565 1830",809.93352
"Metropolitan lovers the homosexuality of cities",809.93352
"Baby remember my name an anthology of new queer girl writing",810.8
"In the life a Black gay anthology",810.80353
"Portland queer tales of the Rose City",810.80353
"very inside an anthology of writings by Asian and Pacific Islander lesbians and bisexual women",810.80353
"Living the spirit a gay American Indian anthology",810.80353
"Piece of my heart a lesbian of colour anthology",810.80353
"Forbidden passages writings banned in Canada",810.80353
"Lesbian travels a literary companion",810.80355
"Growing up gay growing up lesbian a literary anthology",810.80803
"Mariposas a modern anthology of queer Latino poetry",810.80868
"Black trans prayer book",810.80896
"Mouths of rain an anthology of Black lesbian thought",810.80896
"Eyes of desire a deaf gay lesbian reader",810.80902
"Gay city Volume 3 Re pulped",810.8092
"wild good lesbian photographs and writings on love",810.8092
"Lesbian culture an anthology the lives work ideas art and visions of lesbians past and present",810.8092
"Chloe plus Olivia an anthology of lesbian literature from the seventeenth century to the present",810.8092
"Off the rag lesbians writing on menopause",810.8092
"GenderQueer voices from beyond the sexual binary",810.8092
"Afrekete an anthology of Black lesbian writing",810.8092
"Gay city Volume 4 At second glance",810.8092
"Resilience surviving in the face of everything a collection of work by CAMAB trans writers",810.8092
"Gay city 5 Ghosts in gaslight monsters in steam",810.8092
"Brazen femme queering femininity",810.8092
"Sovereign erotics a collection of two spirit literature",810.8092
"CompaÃ‚Â¤eras Latina lesbians an anthology",810.8092
"UpClosePersonal Gay City volume 6",810.8092
"Rice explorations into gay Asian culture politics",810.8092
"This bridge we call home radical visions for transformation",810.8092
"O solo homo the new queer performance",810.8092
"Gay city Volume one",810.8092
"Portraits of love lesbians writing about love",810.8092
"Gay city Volume 2",810.8092
"Sister spit writing rants reminiscence from the road",810.80928
"union like ours the love story of F O Matthiessen and Russell Cheney",810.9
"Two or three things but nothing for sure",810.9
"Ana Castillo",810.9
"Growing up with legends a literary memoir",810.90052
"Paul Monette the brink of summers end",810.92
"Identity envy wanting to be who were not creative nonfiction by queer writers",810.93526
"Whos yer daddy gay writers celebrate their mentors and forerunners",810.93526
"Pink triangle the feuds and private lives of Tennessee Williams Gore Vidal Truman Capote and members of their entourages",810.93526
"Lesbian texts and contexts radical revisions",810.9353
"Post borderlandia Chicana literature and gender variant critique",810.98687
"queerness of Native American literature",810.9897
"Eminent outlaws the gay writers who changed America",810.99206
"Professions of desire lesbian and gay studies in literature",810.99206
"Gaiety transfigured gay self representation in American literature",810.99206
"first time I met Frank OHara reading gay American writers",810.99206
"lesbian postmodern",810.99206
"Queer poetics five modernist women writers",810.99206
"lesbian South southern feminists the women in print movement and the queer literary canon",810.99206
"woman like that lesbian and bisexual writers tell their coming out stories",810.99206
"Gay voices of the Harlem Renaissance",810.99206
"Critical essays gay and lesbian writers of color",810.99206
"Romancing the margins lesbian writing in the 1990s",810.99206
"Love in a dark time and other explorations of gay lives and literature",810.99206
"Homographesis essays in gay literary and cultural theory",810.99206
"queer sixties",810.99206
"Particular voices portraits of gay and lesbian writers",810.99206
"Meditations in an emergency poems",811
"Meditations in an emergency",811
"Wanting women an anthology of erotic lesbian poetry",811.00803
"Bend dont shatter poets on the beginning of desire",811.00803
"Poetry of sex lesbians write the erotic",811.00803
"arc of love an anthology of lesbian love poems",811.0083
"LGBTQ fiction and poetry from Appalachia",811.00902
"homosexual tradition in American poetry",811.00935
"Live oak with moss",811.3
"Queer dog homo pup poetry",811.50803
"Eros in Boys Town contemporary gay poems about sex",811.50803
"H D and Freud bisexuality and a feminine discourse",811.52
"Heroic measures",811.54
"Burden of ashes",811.54
Gutted,811.54
"blue absolute",811.54
"Of thee I sing poems",811.54
"Deviant propulsions",811.54
"bull jean stories",811.54
"complete works of Pat Parker",811.54
"Dog years a memoir",811.54
Diva,811.54
"Garden of exile poems",811.54
"King of shadows",811.54
"other man was me a voyage to the New World",811.54
"milk of inquiry poems",811.54
"Hard evidence",811.54
"Experimental love poetry",811.54
"Directions to the beach of the dead",811.54
"Black wings blind angels poems",811.54
"West of yesterday east of summer new and selected poems 1973 1993",811.54
"days of good looks the prose and poetry of Cheryl Clarke 1980 to 2005",811.54
"Soul make a path through shouting poems",811.54
"Landscape with human figure",811.54
"Peter Orlovsky a life in words intimate chronicles of a beat writer",811.54
"Haruko love poems",811.54
"Punks new selected poems",811.54
"Selected poems 1965 1990",811.54
Wrong,811.54
"Lifesaving a memoir",811.54
"Diving into the wreck poems 1971 1972",811.54
"Burnt offerings",811.54
"Humid pitch narrative poetry",811.54
"Digressions on some poems by Frank OHara",811.54
"Robert Duncan the Ambassador from Venus a biography",811.54
"Meditations in an emergency",811.54
"Poet be like God Jack Spicer and the San Francisco renaissance",811.54
"litany for survival the life and work of Audre Lorde",811.54
"Sapphos gymnasium",811.54
"Say goodnight poems",811.54
"American dreams",811.54
"School of fish",811.54
"Movement in Black the collected poetry of Pat Parker 1961 1978",811.54
"Rave poems 1975 1999",811.54
"portable famine",811.54
"Gay lesbian poetry in our time an anthology",811.5408
"My lover is a woman contemporary lesbian love poems",811.5408
"Milking black bull 11 gay Black poets",811.5408
"Here to dare 10 gay Black poets",811.5408
"zenith of desire contemporary lesbian poems about sex",811.5408
"Familiar spirits a memoir of James Merrill and David Jackson",811.5409
"Guillotine poems",811.6
"Full metal Indigiqueer poems Joshua Whitehead",811.6
"How we fight for our lives a memoir",811.6
"Capsid a love song",811.6
"plum stone game",811.6
Fleshgraphs,811.6
"hundred lovers poems",811.6
"Bird eating bird poems",811.6
"Through the door of life a Jewish journey between genders",811.6
"All the flowers kneeling",811.6
"Reacquainted with life",811.6
"Take me with you",811.6
"There are trans people here",811.6
"Antiman a hybrid memoir",811.6
"Holy wild",811.6
"We are mermaids poems",811.6
"Whats written on the body",811.6
IRL,811.6
"Against heaven poems",811.6
"Chopper chopper poetry from bordered lives",811.6
"Water I wont touch",811.6
"Lord of the butterflies",811.6
"As she appears",811.6
"beautiful collected poems",811.6
Dig,811.6
"Dont call us dead poems",811.6
"When I grow up I want to be a list of further possibilities",811.6
"Permanent volta",811.6
Refuse,811.6
"Gay haiku",811.6
"Why dust shall never settle upon this soul poems",811.6
"This way to the sugar poems",811.6
"What runs over",811.6
"I hope you stay",811.6
"Impersonation poems 2004 2014",811.6
"Wound from the mouth of a wound poems",811.6
"secret gospel of Mark a poets memoir",811.6
"It was never going to be okay",811.6
"And then I got fired one transqueers reflections on grief unemployment inappropriate jokes about death",811.6
Embouchure,811.6
"Angel Park",811.6
"Into each room we enter without knowing poems",811.6
"Surviving the moment of impact",811.6
"Heal your love",811.6
"NDN coping mechanisms notes from the field",811.6
"More than organs",811.6
"When the chant comes Kay Ulanday Barrett",811.6
"Nepantla an anthology for queer poets of color",811.6
"Everybodys bread poetry",811.6
"Black queer hoe",811.6
"My woman card is anti native other two spirit truths a book of haikus sonnets and free verse poems",811.6
"Troubling the line trans and genderqueer poetry and poetics",811.608
"See what goes on behind my masks",811.60809
"Our deep gossip conversations with gay writers on poetry and desire",811.60992
"Staging desire queer readings of American theater history",812.00935
"Tough acts to follow one act plays on the gay Lesbian experience",812.04108
"Out front contemporary gay and lesbian plays",812.5208
"Reza Abdoh",812.54
"Love Valour Compassion and A perfect Ganesh two plays",812.54
"I am my own wife studies for a play about the life of Charlotte von Mahlsdorf",812.54
"Tony Kushner in conversation",812.54
"young man from Atlanta",812.54
"Coming out a documentary play about gay life liberation in the U S A",812.54
"most fabulous story ever told",812.54
"This unknown flesh a selection of plays",812.54
"Language of love",812.54
"Thief river",812.54
"night Larry Kramer kissed me",812.54
"Untold decades seven comedies of gay romance",812.54
"boys in the band",812.54
Bent,812.54
"Body blows six performances",812.54
"Doric Wilsons Street theater the twenty seventh of June 1969 in two acts",812.54
"Mothers and sons",812.54
"Approaching the millennium essays on Angels in America",812.54
"Charles Ludlam and the Ridiculous Theatrical Company critical analyses of 29 plays",812.54
"only thing worse you could have told me",812.54
"Take me out",812.54
"Every act of life",812.54
"Hard plays stiff parts the homoerotic plays of Robert Chesley with illustrations by Art Jagonosi and an introduction by Bert Herrman",812.54
"goat or Who is Sylvia notes toward a definition of tragedy",812.54
"Contents under pressure",812.54
"Dada woof papa hot a play",812.54
"Visiting Mr Green",812.54
Jeffrey,812.54
"Burn this",812.54
"world only spins forward the ascent of Angels in America",812.54
"Love above the reach of time two stories of the Ladies of Llangollen",812.54
"normal heart and The destiny of me two plays",812.54
"shadow box a drama in two acts",812.54
"Before it hits home",812.54
"band plays The boys in the band The men from the boys",812.54
"Angels in America a gay fantasia on national themes",812.54
"Edward Albees The goat or Who is Sylvia notes toward a definition of tragedy",812.54
"Tea and sympathy a drama in three acts",812.54
"I Carmelita Tropicana performing between cultures",812.54
"young man from Atlanta a drama",812.54
"Love Valour Compassion",812.54
"Corpus Christi a play",812.54
"Corpus Christi",812.54
"I am my own wife",812.54
"Patient A",812.54
"Laramie Project and the Laramie Project ten years later",812.54
"Indecent a play",812.54
"Fifth of July",812.54
"3 plays",812.54
"Bent the play",812.54
"Millennium approaches",812.54
"Warts and all reflections of a garden variety drunk an autobiographical gay man blackout",812.54
"busy world is hushed",812.54
"question of mercy",812.54
"My blue heaven a comedy in two acts",812.54
"Shes always liked the girls best lesbian plays",812.54
"Laramie project",812.54
Perestroika,812.54
"Amazon all stars thirteen lesbian plays with essays and interviews",812.5408
"Out of the fringe contemporary Latina Latino theatre and performance",812.5408
gulf,812.6
"Barbecue Bootycandy",812.6
"Love Alone",812.6
"brother sister plays",812.6
"Perfect arrangement",812.6
Bootycandy,812.6
"Bright half life",812.6
"2 5 minute ride and 101 humiliating stories",812.6
