distinct_bib,subject
3528258,"Lesbians Juvenile fiction"
3528264,"Gay teenagers Fiction"
3528264,"Gay teenagers Juvenile fiction"
3528266,"Transgender people Fiction"
3528266,"Transgender people Juvenile fiction"
3528271,"Lesbian fiction"
3528271,"Lesbians Juvenile fiction"
3528278,"Gay athletes Juvenile fiction"
3528278,"Gay fiction"
3528278,"Gay high school students Juvenile fiction"
3528279,"Gay teenagers Juvenile fiction"
3528286,"Lesbian teenagers Juvenile fiction"
3528289,"Lesbian teenagers Fiction"
3528289,"Lesbians Juvenile fiction"
3528291,"Gay teenagers Juvenile fiction"
3528291,"Lesbian teenagers Juvenile fiction"
3528297,"Bisexual parents Fiction"
3528297,"Bisexual women Fiction"
3528297,"Lesbian fiction"
3528297,"Lesbians Fiction"
3528298,"Lesbian fiction"
3528298,"Lesbians Fiction"
3528304,"Lesbian fiction"
3528304,"Lesbians Fiction"
3595538,"Gay fiction"
3595538,"Gay men Identity Juvenile fiction"
3595538,"Gay teenagers Juvenile fiction"
3595540,"Lesbian teenagers Juvenile fiction"
3595545,"Bisexual college students Juvenile fiction"
3595545,"Bisexual teenagers Juvenile fiction"
3595545,"Gay college students Juvenile fiction"
3595545,"Gay teenagers Juvenile fiction"
3595558,"Lesbian teenagers Juvenile fiction"
3595559,"Lesbian teenagers Juvenile fiction"
3595576,"Gay teenagers Religious life Juvenile literature"
3595594,"Gay teenagers Fiction"
3595594,"Homosexuality Fiction"
3595618,"Lesbians Fiction"
3595621,"Gay couples Fiction"
3595632,"Bisexual women Fiction"
3595707,"Closeted gays Fiction"
3595707,"Gay fiction"
3595707,"Gay men Poland Fiction"
3596250,"Gay fiction"
3596250,"Gay men Fiction"
3596269,"Lesbians Fiction"
3596287,"Gay men Fiction"
3596291,"Lesbianism Fiction"
3596665,"Gay fiction"
3596665,"Gay men Fiction"
3596686,"Lesbians Fiction"
3596839,"Gay fathers Juvenile fiction"
3596887,"Lesbian comics"
3596887,"Lesbians Comic books strips etc"
3596894,"Queer comics"
3596937,"Gay fathers Drama"
3596941,"Gay artists France Drama"
3596941,"Lesbian artists France Drama"
3596941,"Lesbians Drama"
3597017,"Gays Juvenile fiction"
3597033,"Gay fiction"
3597033,"Gay teenagers Fiction"
3597033,"Gays Fiction"
3597099,"Gay men United States Biography"
3597102,Lesbianism
3597199,"Gay fiction"
3597199,"Gay men Fiction"
3597304,"Closeted gays Drama"
3597311,"Gay pornography Drama"
3597355,"Lesbian comics"
3597355,"Lesbians Comic books strips etc"
3597355,"Lesbians Juvenile fiction"
3597371,"Queer comics"
3597378,"Gay comics"
3597378,"Gay fiction"
3597378,"Gay teenagers Comic books strips etc"
3597590,"Gays Juvenile fiction"
3597609,"Transgender people Juvenile fiction"
3597895,"Closeted gays Comic books strips etc"
3597895,"Gay comics"
3597895,"Gay men Southern States Comic books strips etc"
3597899,"Gay men Sexual behavior"
3597899,"Mexican American gays"
3598318,"African American gay men Biography"
3598335,"Lesbians United States Biography"
3598453,"Lesbian comics"
3598453,"Lesbian high school students Japan Comic books strips etc"
3598472,"Lesbian comics"
3598472,"Lesbian teenagers Comic books strips etc"
3598495,"Transgender fiction"
3598495,"Transgender people Fiction"
3598943,"Gay rights United States"
3598966,"Gay men Fiction"
3598974,"Gay men Fiction"
3598992,"Transgender women Fiction"
3599024,"Gay couples Fiction"
3599024,"Gay fiction"
3599024,"Gay men Fiction"
3599027,"Gay men Fiction"
3599027,"Gay teenagers Fiction"
3599029,"Gay couples Fiction"
3599029,"Gay fiction"
3599029,"Gay men Fiction"
3599029,"Gays Fiction"
3599030,"Gay fiction"
3599030,"Gay men Fiction"
3599031,"Transgender people Fiction"
3599033,"Gay fiction"
3599033,"Gay men Fiction"
3599095,"Gay rights"
3599107,"Gay men Fiction"
3599197,"Gay men Fiction"
3599284,"Lesbian artists France Biography"
3599434,"Transgender fiction"
3599434,"Transgender people Juvenile fiction"
3599438,"Gay comics"
3599438,"Gays Comic books strips etc"
3599438,"Lesbian comics"
3599438,"Lesbians Comic books strips etc"
3599438,"Queer comic books strips etc"
3599438,"Queer comics"
3599438,"Transgender people Comic books strips etc"
3599441,"Lesbian comics"
3599441,"Lesbians France Paris Comic books strips etc"
3599458,"Transgender comics"
3599458,"Transgender women Comic books strips etc"
3599459,"Lesbian comics"
3599459,"Lesbians England London Biography"
3599459,"Lesbians England London Comic books strips etc"
3599468,"Closeted gays Comic books strips etc"
3599468,"Gay comics"
3599468,"Gay teenagers Comic books strips etc"
3599475,"Lesbian comics"
3599475,"Lesbians Comic books strips etc"
3599546,"Parents of transgender children Biography"
3599546,"Transgender children Biography"
3599546,"Transgender youth Biography"
3599584,"Transgender people Juvenile fiction"
3599594,"Gay fathers Juvenile fiction"
3599594,"Gay fiction"
3599594,"Gays Juvenile fiction"
3599596,"Lesbian mothers Juvenile fiction"
3600235,"Gay lawyers New York State New York Drama"
3600235,"Gay men New York State New York Drama"
3600265,"Gay men Drama"
3600808,"Gay men Fiction"
3600876,"Lesbian youth Comic books strips etc"
3600876,"Lesbians Comic books strips etc"
3600886,"Lesbian comics"
3601067,"Bisexuality Fiction"
3601067,"Lesbian fiction"
3601130,"Transgender people Juvenile fiction"
3601192,Gays
3601238,"Lesbians Juvenile fiction"
3601242,"Gay teenagers Juvenile fiction"
3601244,"Bisexual youth Juvenile fiction"
3601247,"Gay teenagers Juvenile fiction"
3601251,"Lesbian teenagers Juvenile fiction"
3601251,"Lesbians Juvenile fiction"
3601253,"Gays Juvenile fiction"
3601253,"Lesbians Juvenile fiction"
3601253,"Transgender people Juvenile fiction"
3601257,"Gay fiction"
3601257,"Gay teenagers Juvenile fiction"
3601257,"Gays Juvenile fiction"
3601310,"Gay fiction"
3601310,"Lesbians Fiction"
3601366,"Gay fiction"
3601366,"Gay men Fiction"
3601486,"Lesbian fiction"
3601486,"Lesbians Fiction"
3601589,"Gay Pride Day Juvenile literature"
3601589,"Gays Juvenile literature"
3601589,"Transgender people Juvenile literature"
3601652,"Transgender children Juvenile fiction"
3601652,"Transgender people Juvenile fiction"
3601683,"Lesbian authors"
3601683,"Lesbian authors United States Biography"
3601708,"Gay comics"
3602246,"Closeted gays Juvenile fiction"
3602246,"Gay teenagers Juvenile fiction"
3602249,"Lesbian fiction"
3602249,"Lesbian teenagers Juvenile fiction"
3602256,"Lesbians Juvenile fiction"
3602257,"Gay teenagers Juvenile fiction"
3602257,"Gays Juvenile fiction"
3602331,"Lesbian fiction"
3602331,"Lesbians Fiction"
3602609,"Gay culture"
3602609,"Transgender women Biography"
3602741,"Homosexuality in motion pictures"
3602846,"Gay fathers Juvenile fiction"
3603184,"Gays in popular culture"
3603571,"Gays Juvenile fiction"
3603574,"Gay teenagers Juvenile fiction"
3603574,"Gays Juvenile fiction"
3603574,"Lesbian teenagers Juvenile fiction"
3603574,"Lesbians Juvenile fiction"
3603575,"Lesbian fiction"
3603575,"Lesbian teenagers Juvenile fiction"
3603583,"Closeted gays Juvenile fiction"
3603583,"Lesbian teenagers Juvenile fiction"
3603584,"Lesbian fiction"
3603584,"Lesbian teenagers Juvenile fiction"
3603987,"Gay men Indiana Biography Juvenile literature"
3603988,"Lesbian athletes United States Biography Juvenile literature"
3603993,"Gay men California San Francisco Biography Juvenile literature"
3603993,"Gay politicians California San Francisco Biography Juvenile literature"
3604583,"Transgender people Poetry"
3604707,"Gay men Biography Juvenile literature"
3604707,"Lesbians Biography Juvenile literature"
3604707,"Transgender people Biography Juvenile literature"
3604893,"Lesbian parent families Juvenile fiction"
3604967,"Transgender men England Biography Juvenile literature"
3605233,"Children of transgender parents Juvenile fiction"
3605233,"Transgender parents Juvenile fiction"
3605233,"Transgender people Juvenile fiction"
3605236,"Gay fathers Juvenile fiction"
3605245,"Gays Juvenile fiction"
3605517,"Lesbian fiction"
3605517,"Lesbians Fiction"
3605994,"Church work with transgender people"
3605994,"Transgender people Identity"
3606044,"SOCIAL SCIENCE LGBT Studies Transgender Studies"
3607501,"Lesbians Fiction"
3607563,"Gay men Fiction"
3607822,"Lesbians Fiction"
3607904,"Gay men Fiction"
3607905,"Gay fiction"
3607905,"Gay men Fiction"
3607912,"Gay fiction"
3607912,"Lesbians Fiction"
3608069,"Gay and lesbian studies"
3608069,"Queer theory"
3608533,"Gay men Drama"
3608610,"Christian gays"
3608610,"Christian lesbians"
3608610,"Queer Christians"
3609219,"Parents of transgender children Biography"
3609219,"Transgender children Biography"
3609219,"Transgender youth Biography"
3609267,"Lesbian teenagers Comic books strips etc"
3609346,"Lesbians Drama"
3609938,"Gay rights History Pictorial works"
3610104,"Lesbians Poetry"
3610117,"Gay conservatives United States Biography"
3610117,"Gay military personnel United States Biography"
3610147,"Transgender people New York State New York Interviews"
3610147,"Transgender people New York State New York Pictorial works"
3610196,"Lesbian fiction"
3611276,"Transgender people Identity"
3611309,"Bisexuality Drama"
3611448,"Gay college students Massachusetts Biography"
3611448,"Transgender women United States Biography"
3611448,"Transgender youth United States Biography"
3611861,"Gay comics"
3611861,"Gay teenagers Comic books strips etc"
3611861,"Gays Comic books strips etc"
3612096,"FICTION LGBT Transgender"
3612096,"Transgender people Fiction"
3612379,"Lesbian teenagers Juvenile fiction"
3612379,"Lesbians Juvenile fiction"
3613511,"Gay men Humor"
3613543,"Lesbian erotic stories American"
3613544,"Lesbian erotic stories American"
3613544,"Lesbian erotica"
3613544,"Lesbians Sexual behavior Fiction"
3614023,"Gay men United States Biography"
3614023,"Gays United States Biography"
3614097,"Transgender men United States Biography"
3614553,"Bisexual women California Los Angeles Drama"
3614553,"Lesbians California Los Angeles Drama"
3614554,"Bisexual women California Los Angeles Drama"
3614554,"Lesbians California Los Angeles Drama"
3614554,"Transgender men Drama"
3614648,"Bisexual teenagers Fiction"
3614648,"Bisexuality Juvenile fiction"
3615571,"Lesbian comics"
3615571,"Lesbian teenagers Comic books strips etc"
3615575,"Queer comics"
3615597,"Lesbians Drama"
3615597,"Transgender men Drama"
3616667,"Transgender fiction"
3616667,"Transgender people Fiction"
3616804,Homosexuality
3616804,"Queer theory"
3616877,"Gays Juvenile fiction"
3616899,"Lesbian fiction"
3616899,"Lesbians Fiction"
3616918,"Lesbian fiction"
3616918,"Lesbians Great Britain Fiction"
3617316,"Gay teenagers Fiction"
3617316,"Gays Fiction"
3617734,"Homosexuality Government policy Uruguay Fiction"
3617734,"Lesbian fiction"
3617734,"Lesbians Fiction"
3617736,"Gay teenagers Juvenile fiction"
3618023,"Lesbian fiction"
3618023,"Lesbians Fiction"
3618229,"Transgender children Juvenile fiction"
3618229,"Transgender fiction"
3618229,"Transgender people Fiction"
3618892,"Gay fiction"
3618892,"Gay men Fiction"
3618976,"Lesbian couples Fiction"
3618976,"Lesbian fiction"
3618976,"Lesbians Fiction"
3618980,"Gay fiction"
3618980,"Gay men Fiction"
3619048,"Gay men United States Biography"
3619735,"Lesbian fiction"
3619735,"Lesbians Fiction"
3620224,"Closeted gays Fiction"
3620224,"Gay fiction"
3620693,"Lesbians Fiction"
3622191,"Gay fiction"
3622191,"Gay youth Poland Fiction"
3622206,"Gay teenagers Juvenile fiction"
3622206,"Homosexuality Juvenile fiction"
3622213,"Lesbians Fiction"
3622515,"Transgender people Fiction"
3622535,"Lesbian teenagers Juvenile fiction"
3622535,"Lesbians Fiction"
3622602,"Gay men Biography"
3622619,"Gay fiction"
3622619,"Gay men Black United States Fiction"
3623277,"Lesbians Fiction"
3623285,"Lesbians Middle West Biography"
3623298,"Gay teenagers Fiction"
3623298,"Gays Fiction"
3623303,"Lesbian fiction"
3623303,"Lesbians Fiction"
3623303,"Lesbians Juvenile fiction"
3623310,"Gay teenagers Fiction"
3623310,"Gays Fiction"
3623313,"Gay teenagers Juvenile fiction"
3624346,"Gay rights United States History"
3624346,"Gays Legal status laws etc United States"
3624346,"Gays United States Biography"
3625064,"Lesbian couples Fiction"
3625064,"Lesbian fiction"
3625064,"Lesbians Fiction"
3625656,"Gay fiction"
3625656,"Gay men Fiction"
3626669,"Lesbian fiction"
3626669,"Lesbians Fiction"
3627588,"Lesbian actresses United States Biography"
3627608,"Transgender children"
3627710,"Bisexuality Juvenile fiction"
3628413,"Gays Juvenile fiction"
3628429,"Lesbian bars Juvenile fiction"
3628429,"Lesbians Juvenile fiction"
3628489,"Gay men Fiction"
3628497,"Gay fiction"
3628497,"Gay men Fiction"
3628497,"Gay teachers Fiction"
3628527,"Gay men Fiction"
3628781,"Gay fiction"
3628781,"Lesbians Fiction"
3628826,"Lesbian fiction"
3628826,"Lesbians Fiction"
3628828,"Gay fiction"
3628886,"Gay bars California Los Angeles History 20th century"
3628886,"Gay bars California Los Angeles History 21st century"
3628886,"Gay bars California San Francisco History 20th century"
3628886,"Gay bars California San Francisco History 21st century"
3628886,"Gay bars England London History 20th century"
3628886,"Gay bars England London History 21st century"
3628886,"Homosexuality California Los Angeles History 20th century"
3628886,"Homosexuality California Los Angeles History 21st century"
3628886,"Homosexuality California San Francisco History 20th century"
3628886,"Homosexuality California San Francisco History 21st century"
3628886,"Homosexuality England London History 20th century"
3628886,"Homosexuality England London History 21st century"
3629081,"Lesbian teenagers Fiction"
3629088,"Transgender people Fiction"
3629088,"Transgender people Juvenile fiction"
3629160,"Gay men United States Biography"
3629510,"Gay men Oklahoma Biography"
3629510,"Gay men United States Biography"
3629657,"African American gay men"
3629657,"African American gay men Biography"
3629657,"Gays Identity"
3629682,"Gay artists France Biography"
3629733,"Gay fiction"
3629733,"Gay men Fiction"
3629740,"Lesbians Fiction"
3629762,"Lesbians Fiction"
3629891,"Gay comics"
3629891,"Lesbian teenagers Comic books strips etc"
3629936,"Children of gay parents Comic books strips etc"
3629943,"Gays Identity"
3629943,"Gays Interviews"
3629979,"Lesbians Fiction"
3629985,"Lesbian fiction"
3629985,"Lesbians Fiction"
3630363,"Lesbians Fiction"
3630366,"African American gay men Fiction"
3630392,"Lesbians United States Biography"
3630951,"Gay fiction"
3630951,"Lesbians Fiction"
3630955,"Lesbian fiction"
3630955,"Lesbians Fiction"
3631402,"Gay men Fiction"
3631566,"Lesbian teenagers Juvenile fiction"
3631670,"Gay fiction"
3631670,"Gay men Pennsylvania New Hope Fiction"
3631671,"Lesbians Fiction"
3631687,"Gay men United States Biography"
3631704,"Gay artists California Los Angeles Interviews"
3631704,"Gay artists New York State New York Interviews"
3631704,"Transgender artists Interviews"
3631737,"Gay actors United States Anecdotes"
3631739,"Lesbians United States Biography"
3636536,"Genderqueer comics"
3636591,"Bisexual women Fiction"
3636617,"Transgender children Juvenile literature"
3636617,"Transgender people Juvenile literature"
3636732,"African American gay men Biography"
3636764,"Lesbian comics"
3637259,"Gay couples Fiction"
3637482,"Lesbians Drama"
3637517,"Transgender people Family relationships"
3637517,"Transgender people Identity"
3637760,"Lesbian fiction"
3637760,"Lesbians Fiction"
3637843,"Gay fiction"
3637843,"Gay teenagers Juvenile fiction"
3637843,"Young gay men Juvenile fiction"
3637851,"Bisexuality Fiction"
3637851,"Bisexuality Juvenile fiction"
3637851,"Lesbian teenagers Juvenile fiction"
3637854,"Bisexual teenagers Juvenile fiction"
3637854,"Bisexuality Juvenile fiction"
3637855,"Transgender people Juvenile fiction"
3637856,"Bisexual teenagers Juvenile fiction"
3638831,"Minority transgender women United States Biography Juvenile literature"
3638831,"Transgender women United States Biography Juvenile literature"
3639063,"Gay comics"
3639063,"Gay men Japan Comic books strips etc"
3639074,"Lesbian comics"
3639085,"Gay athletes Comic books strips etc"
3639143,"Lesbian fiction"
3639143,"Lesbians Juvenile fiction"
3639157,"Lesbian fiction"
3639198,"Gay men United States Biography"
3639217,"Transgender fiction"
3639644,"Gay men Iraq Biography"
3639653,"Gay fathers"
3639653,"Gay parents"
3639821,"Lesbian mothers Juvenile fiction"
3639851,"Lesbians Fiction"
3639883,"Lesbians Fiction"
3640005,"Closeted gays Fiction"
3640005,"Gay fiction"
3640005,"Gay men Fiction"
3640010,"Lesbian fiction"
3640010,"Lesbians Fiction"
3640545,"Christian transgender people Family relationships"
3640571,"Lesbians Fiction"
3640678,"Lesbian fiction"
3640678,"Lesbians Fiction"
3640683,"Lesbian fiction"
3640683,"Lesbians Fiction"
3641132,"Bisexual women Fiction"
3641209,"Gay fiction"
3641209,"Gay men Fiction"
3641213,"Gay men Fiction"
3641413,"Gays Fiction"
3641430,"Transgender people Fiction"
3641430,"Transgender women Fiction"
3641684,"Gay fiction"
3641684,"Gay men Fiction"
3641769,"Gay couples Legal status laws etc United States Popular works"
3641769,"Lesbian couples Legal status laws etc United States Popular works"
3641842,"Gay culture Fiction"
3641842,"Gay fiction"
3641842,"Gay men Fiction"
3641845,"Transgender men Family relationships"
3641845,"Transgender people Identity"
3641871,"Lesbians Fiction"
3642031,"Lesbians Juvenile fiction"
3642052,"Queer comics"
3642286,"Transgender men United States Biography"
3642286,"Transgender youth United States Biography"
3642406,"Gay teenagers Juvenile fiction"
3642406,"Gay youth Juvenile fiction"
3642410,"Lesbian teenagers Juvenile fiction"
3642411,"Bisexual teenagers Juvenile fiction"
3642411,"Lesbian teenagers Juvenile fiction"
3642416,"Gay teenagers Juvenile fiction"
3642461,"Lesbian comics"
3642461,"Lesbian couples England History 20th century Comic books strips etc"
3642524,"Lesbians United States Biography"
3642665,"African American lesbians Literary collections"
3642665,"African American lesbians Social conditions"
3642665,"Lesbians writings American"
3642803,"Gay fiction"
3642803,"Gay men Fiction"
3664038,"Gay couples"
3664038,"Gay couples California Los Angeles Biography"
3664038,"Gay men"
3664038,"Gay men United States Biography"
3664679,"Transgender women Fiction"
3664694,"Transgender people Fiction"
3664724,"Lesbian fiction"
3664724,"Lesbians Fiction"
3664955,"Gay fiction"
3664955,"Gay men Fiction"
3664955,"Gay men Pennsylvania New Hope Fiction"
3665281,"Gay teenagers Fiction"
3665284,"Lesbian teenagers Fiction"
3665284,"Lesbians Juvenile fiction"
3665317,"Gay athletes United States Biography"
3665317,"Gay athletes United States Biography Juvenile literature"
3665355,"African American gay men"
3665355,"African American gay men Biography"
3665379,"Genderqueer comics"
3665380,"African American lesbians Biography Comic books strips etc"
3665380,"Queer comics"
3665418,"Transgender fiction"
3665418,"Transgender women Fiction"
3665471,"Gays Fiction"
3665471,"Gays Juvenile fiction"
3665574,"Bisexual youth Juvenile fiction"
3665574,"Bisexuality Fiction"
3665594,"Lesbian comics"
3665594,"Lesbians Comic books strips etc"
3665781,"Gay activists Georgia Atlanta Biography"
3665781,"Gay culture Georgia Atlanta History 20th century"
3665781,"Gay liberation movement Georgia Atlanta History 20th century"
3665781,"Gays Georgia Atlanta Biography"
3665781,"Gays Georgia Atlanta Social conditions 20th century"
3665792,"Lesbians United States Biography"
3665921,"Transgender people Fiction"
3666332,"Children of transgender parents Juvenile literature"
3666332,"Transgender parents Juvenile literature"
3666334,"Gays Biography Juvenile literature"
3666334,"Gays Identity Juvenile literature"
3666344,"Gay comics"
3666344,"Gay men Japan Comic books strips etc"
3666345,"Gay men Japan Comic books strips etc"
3666350,"Transgender women Comic books strips etc"
3666450,"Bisexuals Fiction"
3666450,"Gay fiction"
3666450,"Gays Fiction"
3666450,"Lesbian fiction"
3666450,"Lesbians Fiction"
3666497,"Gay fiction"
3666497,"Gay men Fiction"
3666567,"Gay teenagers Drama"
3666567,"Lesbians Black United States Drama"
3666575,"Lesbian films"
3666575,"Lesbians Drama"
3666740,"Bisexual women Fiction"
3666785,"Gay fiction"
3666785,"Gay men Fiction"
3666796,"Gay men Fiction"
3667576,"African American gay men Biography"
3667617,"Transgender people Fiction"
3667617,"Transgender people Juvenile fiction"
3667688,"Gay teenagers Fiction"
3667688,"Gays Fiction"
3667688,"Gays Juvenile fiction"
3667691,"Gay fiction"
3667691,"Gay men Fiction"
3667691,"Gay men Juvenile fiction"
3667691,"Gay teenagers Fiction"
3667692,"Lesbian teenagers Fiction"
3667797,"Lesbian fiction"
3667797,"Lesbians Fiction"
3668172,"Gay rights Comic books strips etc"
3668172,"Gays Political activity Comic books strips etc"
3668172,"Transgender people Political activity Comic books strips etc"
3668180,"Gay comics"
3668180,"Lesbian couples Comic books strips etc"
3668195,"Gay men United States Biography"
3668195,"Homosexuality United States"
3668562,"Gay teenagers Fiction"
3668562,"Gay teenagers Juvenile fiction"
3668665,"Gay men Germany East Fiction"
3669127,"Gay men Crimes against New York State"
3669182,"Gay fathers Fiction"
3669182,"Gay fathers Juvenile fiction"
3669417,"Gay couples Juvenile fiction"
3669423,"Lesbian fiction"
3669423,"Lesbian teenagers Fiction"
3669424,"Bisexual teenagers Fiction"
3669424,"Bisexuality Fiction"
3669424,"Bisexuality Juvenile fiction"
3669456,"Lesbian teenagers Fiction"
3669456,"Lesbians Fiction"
3669484,"Bisexual teenagers Fiction"
3669484,"Bisexuality Fiction"
3669484,"Bisexuality Juvenile fiction"
3670751,"Gay comics"
3670752,"Lesbian fiction"
3670752,"Lesbians Fiction"
3671426,"Lesbian fiction"
3671426,"Lesbian teenagers Fiction"
3671426,"Lesbians Fiction"
3671426,"Lesbians Juvenile fiction"
3671452,"Gay immigrants United States Biography"
3671452,"Gay men United States Biography"
3671499,"Lesbians Fiction"
3671499,"Lesbians Juvenile fiction"
3671513,"Lesbians United States Biography"
3671516,Lesbianism
3671516,"Lesbians Life skills guides"
3671568,"Lesbian couples Comic books strips etc"
3671568,"Lesbians Comic books strips etc"
3671603,"Lesbian comics"
3671603,"Lesbians Biography Comic books strips etc"
3672481,"Lesbians United States Biography"
3672509,"Lesbians Fiction"
3672618,"Transgender women Fiction"
3672626,"Gay clergy United States Biography"
3672752,"Transgender people Fiction"
3672756,"Gay fiction"
3672756,"Gay men Conduct of life Fiction"
3673426,"Bisexual fiction"
3673426,"Bisexual teenagers Fiction"
3673426,"Bisexuality Fiction"
3673432,"Gay fiction"
3673432,"Gays Fiction"
3673432,"Gays Juvenile fiction"
3673432,"Transgender fiction"
3673432,"Transgender people Fiction"
3673432,"Transgender people Juvenile fiction"
3673444,"Gay comics"
3673444,"Gay men Japan Comic books strips etc"
3673445,"Gay comics"
3673445,"Gay men Japan Comic books strips etc"
3673518,"Transgender people"
3673520,Bisexuals
3673520,Gays
3673520,Lesbians
3673520,"Transgender people"
3673550,"Transgender children Drama"
3673580,"Lesbians United States Anecdotes"
3673598,Gays
3673598,"Gays Europe History"
3673598,"Gays United States History"
3673598,Homosexuality
3673598,"Homosexuality Europe History"
3673598,"Homosexuality United States History"
3673715,"Gay photographers Fiction"
3673767,"Gay fiction"
3673767,"Gays Fiction"
3673842,"Lesbian fiction"
3673842,"Lesbians Fiction"
3674498,"Transgender men Fiction"
3674526,"Transgender people Poetry"
3674526,"Transgender peoples writings"
3674621,"Gay athletes Fiction"
3675184,"Lesbian artists France Paris History 20th century"
3675285,"Queer theory"
3675285,"Transgender people Civil rights History"
3675372,"Lesbian fiction"
3675372,"Lesbians Fiction"
3675524,"Lesbian fiction"
3675524,"Lesbians Fiction"
3675529,"Lesbian fiction"
3675529,"Lesbians Fiction"
3675536,"Gay fiction"
3675536,"Gay men Fiction"
3675805,"Gay fiction"
3675805,"Gay men Fiction"
3675920,"Gay couples Portraits"
3675926,"Transgender people United States Poetry"
3676886,"Gay couples Juvenile literature"
3676886,"Gay men Juvenile literature"
3676893,"Gay fathers Juvenile fiction"
3676898,"Transgender children Juvenile fiction"
3676898,"Transgender fiction"
3676898,"Transgender people Fiction"
3676904,"Gay authors Fiction"
3676904,"Gay couples Fiction"
3676904,"Gay fiction"
3676904,"Gay men Fiction"
3676977,"Lesbians Fiction"
3676983,"Lesbians Fiction"
3677472,"Transgender people Poetry"
3677472,"Transgender women Poetry"
3677885,"Gays Fiction"
3677885,"Gays Juvenile fiction"
3677992,"Gay men Comic books strips etc"
3678398,"Gay comics"
3678398,"Gay teenagers Comic books strips etc"
3678430,"Lesbian private investigators Fiction"
3678692,"Transgender parents United States Biography"
3678692,"Transgender people Family relationships United States"
3678943,"Gay men Iraq Biography"
3678994,"Gay men Biography"
3679013,"African American gay men Biography"
3679013,"Gay actors United States Biography"
3679013,"Queer men"
3679161,"Older transgender people Care"
3679161,"Older transgender people Psychology"
3679168,"Bisexual men Great Britain Biography"
3679198,"Gay comics"
3679198,"Gay teenagers Comic books strips etc"
3679202,"Gay men Comic books strips etc"
3679208,"Lesbians Fiction"
3679259,"Lesbian parent families Fiction"
3679265,"Gay men Fiction"
3679382,"Lesbians Comic books strips etc"
3679490,"Gay fiction"
3679490,"Gay men Fiction"
3679913,"Lesbian fiction"
3679913,"Lesbians Fiction"
3679960,"Gay fiction"
3679960,"Gay men Fiction"
3680112,"Transgender fiction"
3680112,"Transgender people Fiction"
3680112,"Transgender people Juvenile fiction"
3680376,"Gay teenagers Juvenile fiction"
3681140,"Queer theory United States"
3681187,"Gay teenagers Fiction"
3681187,"Gays Juvenile fiction"
3681294,"Gay parents Fiction"
3681362,"Transgender fiction"
3681362,"Transgender people Fiction"
3681367,"Bisexual women Fiction"
3681367,"Lesbian fiction"
3681367,"Lesbians Fiction"
3681444,"Lesbians Fiction"
3681474,"Lesbian teenagers Fiction"
3681489,"Lesbian teenagers Fiction"
3681489,"Lesbians Fiction"
3681508,"Lesbian mothers Fiction"
3682686,"Gay activists Canada Biography"
3682686,"Gay men Canada Biography"
3682693,"Lesbians Fiction"
3682713,"Gay authors 19th century Biography"
3682721,"Gays Fiction"
3682735,"Transgender people Fiction"
3682780,"Bisexual teenagers Fiction"
3682780,"Bisexuality Fiction"
3682780,"Lesbian teenagers Fiction"
3682780,"Lesbians Fiction"
3682819,"Gay couples History 19th century Pictorial works"
3682819,"Gay couples History 20th century Pictorial works"
3682819,"Gay men History 19th century Pictorial works"
3682819,"Gay men History 20th century Pictorial works"
3682828,"Gay journalists Political and social views"
3682828,"Gay rights"
3682857,"African American transgender people Biography"
3682857,"Transgender people United States Biography"
3682902,"Gays Fiction"
3682902,"Lesbians Fiction"
3682902,"Transgender people Fiction"
3682936,"Gay comics"
3682936,"Gay teenagers Comic books strips etc"
3682967,"Gay wit and humor"
3682968,"Gay films"
3682968,"Gay men Drama"
3683145,"Lesbian teenagers Fiction"
3683145,"Lesbians Fiction"
3683156,"Gays Fiction"
3683156,"Gays Juvenile fiction"
3683809,"Gay fiction"
3683809,"Gay teenagers Fiction"
3683809,"Gays Fiction"
3683809,"Gays Juvenile fiction"
3683835,"Queer comics"
3683837,"Transgender people Fiction"
3683837,"Transgender people Juvenile fiction"
3683840,"Gay fiction"
3683840,"Gay men Fiction"
3684097,"Gay men Fiction"
3684284,"Gay pride parades Juvenile literature"
3684345,"Gay fiction"
3684345,"Gay men Fiction"
3684413,"Lesbian fiction"
3684413,"Lesbians Fiction"
3684473,"Gay rights United States History"
3684484,"Asian American bisexuals Social conditions"
3684484,"Asian American gays Social conditions"
3684484,"Asian American lesbians Social conditions"
3684484,"Bisexuals North America Identity"
3684484,"Gays North America Identity"
3684484,"Lesbians North America Identity"
3684484,"Queer theory"
3684484,"Transgender people North America Identity"
3684490,"Queer theory"
3684490,"Transgender people Health and hygiene"
3684490,"Transgender people Medical care"
3684490,"Transgender people Social conditions"
3684491,"Transgender people Medical care United States"
3684571,"Transgender women"
3684588,"Gay fathers Fiction"
3684588,"Gay fathers Juvenile fiction"
3684605,"Transgender people Ohio Fiction"
3684605,"Transgender people Ohio Juvenile fiction"
3684625,"Transgender artists"
3684625,"Transgender people"
3684738,"Lesbians Fiction"
3684738,"Lesbians Juvenile fiction"
3684767,"Lesbians Juvenile fiction"
3684773,"Transgender people Fiction"
3684773,"Transgender people Juvenile fiction"
3684782,"African American lesbians Fiction"
3684782,"Lesbian fiction"
3684782,"Lesbians Fiction"
3684787,"Gay men New Zealand Fiction"
3684796,"Homosexuality Greece History"
3684864,"Lesbian fiction"
3684864,"Lesbian mothers Fiction"
